Make,Model,Year,Color,Mileage,Transmission,Fuel,Price,Location,Date,URL
BMW,6,2002,,,Manuelle,Essence,"2 650 000
FCFA",Yopougon,07/07,https://media.jumiadeals.com/ci_live/a9f853f9925f0484a3ee124.desktop-gallery-large.jpg
Peugeot,307,2003,,,Manuelle,Diesel,"1 350 000
FCFA",Yopougon,07/07,https://deals.jumia.ci/deals/images/placeholders/ve/cars.jpg
Chevrolet,Trax,2014,,75000,Automatique,Essence,"8 500 000
FCFA",2 Plateaux,07/07,https://media.jumiadeals.com/ci_live/b782ace72c5f046e24be38d.desktop-gallery-large.jpg
Peugeot,406,2000,,230,Manuelle,Essence,"2 000 000
FCFA",Abobo,04/07,https://media.jumiadeals.com/ci_live/f2198d98415f00d1302b719.desktop-gallery-large.jpg
Peugeot,406,2000,,202000,Manuelle,Essence,"2 400 000
FCFA",Cocody,01/07,https://media.jumiadeals.com/ci_live/60bc15ee625efc91083a0c4.desktop-gallery-large.jpg
Mercedes,C -class,2002,,120000,Automatique,Essence,"3 600 000
FCFA",Yopougon,07/07,https://media.jumiadeals.com/ci_live/f4b0b1970b5f048918d7b74.desktop-gallery-large.jpg
Hyundai,Tucson,2015,,41000,Automatique,Essence,"12 500 000
FCFA",Angré,06/07,https://media.jumiadeals.com/ci_live/9935d014f65f035764a9245.desktop-gallery-large.jpg
Peugeot,307,2003,,,Manuelle,Diesel,"1 350 000
FCFA",Yopougon,07/07,https://deals.jumia.ci/deals/images/placeholders/ve/cars.jpg
Peugeot,406,2000,,200000,Manuelle,Essence,"1 400 000
FCFA",Angré,07/07,https://media.jumiadeals.com/ci_live/e1b21d91125f04833ac5b22.desktop-gallery-large.jpg
Hyundai,Santa Fe,2017,,24000,Automatique,Essence,"16 500 000
FCFA",Anyama,03/07,https://media.jumiadeals.com/ci_live/7e6b5e457b5eff74248a2cb.desktop-gallery-large.jpg
Peugeot,406,2002,,,Manuelle,Essence,"1 850 000
FCFA",Yopougon,07/07,https://media.jumiadeals.com/ci_live/a9cb0eb7845f04830760bd2.desktop-gallery-large.jpg
Hyundai,Santa Fe,2017,,24000,Automatique,Essence,"16 500 000
FCFA",Anyama,03/07,https://media.jumiadeals.com/ci_live/7e6b5e457b5eff74248a2cb.desktop-gallery-large.jpg
Peugeot,406,2000,,230,Manuelle,Essence,"2 000 000
FCFA",Abobo,04/07,https://media.jumiadeals.com/ci_live/f2198d98415f00d1302b719.desktop-gallery-large.jpg
JAC motors,S7,2018,,25000,Automatique,Essence,"11 500 000
FCFA",Angré,07/07,https://media.jumiadeals.com/ci_live/fdee6b309c5f047bdb558d2.desktop-gallery-large.jpg
Hyundai,Tucson,2015,,41000,Automatique,Essence,"12 500 000
FCFA",Angré,06/07,https://media.jumiadeals.com/ci_live/9935d014f65f035764a9245.desktop-gallery-large.jpg
Hyundai,Tucson,2015,,55000,Automatique,Essence,"12 000 000
FCFA",Riviera,07/07,https://media.jumiadeals.com/ci_live/d93b5a2c805f046cdb0824f.desktop-gallery-large.jpg
Hyundai,Santa Fe,2015,,47000,Automatique,Essence,"12 000 000
FCFA",Angré,07/07,https://media.jumiadeals.com/ci_live/398dc066f35f04830e7a7cc.desktop-gallery-large.jpg
BMW,Série 3,2001,,,Manuelle,Essence,"1 550 000
FCFA",Cocody,07/07,https://media.jumiadeals.com/ci_live/33287cd05d5f045bfe9911c.desktop-gallery-large.jpg
Hyundai,ix35,2012,,118000,Automatique,Essence,"6 600 000
FCFA",Cocody,07/07,https://media.jumiadeals.com/ci_live/49738040fa5f0480ef0e03b.desktop-gallery-large.jpg
Honda,CR-V,2009,,98000,Automatique,Essence,"8 488 000
FCFA",Marcory,07/07,https://media.jumiadeals.com/ci_live/00d1ad14095f048335b40d9.desktop-gallery-large.jpg
,,,,,,,"50 000
FCFA",Angré,02/07,https://media.jumiadeals.com/ci_live/474ca2a6e55f047acb98d2c.desktop-gallery-large.jpg
Toyota,Corolla,2001,,,Manuelle,Essence,"1 850 000
FCFA",Yopougon,07/07,https://media.jumiadeals.com/ci_live/6e0e9813cf5f048c5ce279c.desktop-gallery-large.jpg
Great Wall,Wingle 5,2013,,110000,Manuelle,Diesel,"6 300 000
FCFA",Cocody,07/07,https://deals.jumia.ci/deals/images/placeholders/ve/cars.jpg
Peugeot,406,2002,,,Manuelle,Essence,"1 850 000
FCFA",Yopougon,07/07,https://deals.jumia.ci/deals/images/placeholders/ve/cars.jpg
BMW,3,2000,,0001,Automatique,Essence,"2 900 000
FCFA",Abidjan,07/07,https://media.jumiadeals.com/ci_live/bb56731f8a5f0481825cfbe.desktop-gallery-large.jpg
Great Wall,Haval H9,2017,,37000,Automatique,Essence,"16 500 000
FCFA",Abidjan,01/07,https://media.jumiadeals.com/ci_live/cf10c88aed5ef1d63a2f284.desktop-gallery-large.jpg
Peugeot,406,2000,,202000,Manuelle,Essence,"2 400 000
FCFA",Cocody,01/07,https://media.jumiadeals.com/ci_live/60bc15ee625efc91083a0c4.desktop-gallery-large.jpg
Renault,Kangoo,2003,,000000,Manuelle,Diesel,"2 850 000
FCFA",Marcory,07/07,https://media.jumiadeals.com/ci_live/31d64deac55f0475eabc61f.desktop-gallery-large.jpg
Nissan,Murano,2016,,25000,Automatique,Essence,"8 200 000
FCFA",Riviera,07/07,https://media.jumiadeals.com/ci_live/262ee1a36d5f0481de93789.desktop-gallery-large.jpg
BMW,6,2002,,,Manuelle,Essence,"2 650 000
FCFA",Yopougon,07/07,https://media.jumiadeals.com/ci_live/a9f853f9925f0484a3ee124.desktop-gallery-large.jpg
,,,,,,,"50 000
FCFA",Angré,02/07,https://media.jumiadeals.com/ci_live/474ca2a6e55f047acb98d2c.desktop-gallery-large.jpg
Chevrolet,Bel Air,2002,,185000,Manuelle,Essence,"2 850 000
FCFA",Angré,07/07,https://media.jumiadeals.com/ci_live/e33916ccbd5f0482c225b2f.desktop-gallery-large.jpg
BMW,6,2003,,00000,Manuelle,Essence,"3 250 000
FCFA",Marcory,07/07,https://media.jumiadeals.com/ci_live/bd100207135f0474c7179fe.desktop-gallery-large.jpg
Great Wall,Haval H9,2017,,37000,Automatique,Essence,"16 500 000
FCFA",Abidjan,01/07,https://media.jumiadeals.com/ci_live/cf10c88aed5ef1d63a2f284.desktop-gallery-large.jpg
Peugeot,406,2000,,180000,Manuelle,Essence,"1 400 000
FCFA",Abidjan,07/07,https://media.jumiadeals.com/ci_live/dfff9da7c05f04673670ac1.desktop-gallery-large.jpg
Kia,Sportage,2008,,145000,Automatique,Essence,"5 000 000
FCFA",Riviera,07/07,https://media.jumiadeals.com/ci_live/8ead1af9c65f04978d4e787.desktop-gallery-large.jpg
Honda,HR-V,2000,,109000,Manuelle,Essence,"4 600 000
FCFA",Yopougon,07/07,https://media.jumiadeals.com/ci_live/4286b0d11b5f0477f5e2efe.desktop-gallery-large.jpg
Peugeot,406,2000,,202000,Manuelle,Essence,"2 400 000
FCFA",Cocody,01/07,https://media.jumiadeals.com/ci_live/60bc15ee625efc91083a0c4.desktop-gallery-large.jpg
BMW,Série 3,2003,,138000,Automatique,Essence,"3 450 000
FCFA",Yopougon,07/07,https://media.jumiadeals.com/ci_live/38036690915f043292d776e.desktop-gallery-large.jpg
Peugeot,308,2003,,,Manuelle,Essence,"2 300 000
FCFA",Yopougon,07/07,https://media.jumiadeals.com/ci_live/10e3c339825f0482eee9860.desktop-gallery-large.jpg
BMW,E30,1998,,00000,Manuelle,Essence,"850 000
FCFA",Biétry,07/07,https://media.jumiadeals.com/ci_live/65b72024d25f0480af749c3.desktop-gallery-large.jpg
Hyundai,Santa Fe,2014,,120000,Automatique,Essence,"14 500 000
FCFA",Angré,07/07,https://media.jumiadeals.com/ci_live/3637a03d915f047eb2d70a7.desktop-gallery-large.jpg
Mazda,CX-9,2018,,001,Automatique,Essence,"21 000 000
FCFA",Cocody,07/07,https://media.jumiadeals.com/ci_live/fc273ceca95f0480f157ac8.desktop-gallery-large.jpg
BMW,E30,2000,,,Manuelle,Essence,"3 000 000
FCFA",Yopougon,07/07,https://media.jumiadeals.com/ci_live/2753262f7c5f0480b615340.desktop-gallery-large.jpg
Hyundai,S-Coupé,2003,,,Automatique,Essence,"3 300 000
FCFA",Cocody,07/07,https://media.jumiadeals.com/ci_live/85c75b1c055f0478b80fe15.desktop-gallery-large.jpg
Mercedes,C -class,2013,,,Automatique,Essence,"13 000 000
FCFA",Cocody,07/07,https://deals.jumia.ci/deals/images/placeholders/ve/cars.jpg
Peugeot,307,2005,,155488,Manuelle,Essence,"2 750 000
FCFA",Cocody,07/07,https://media.jumiadeals.com/ci_live/36d9438fbe5f047fd49eba6.desktop-gallery-large.jpg
Hyundai,Tucson,2015,,41000,Automatique,Essence,"12 500 000
FCFA",Angré,06/07,https://media.jumiadeals.com/ci_live/9935d014f65f035764a9245.desktop-gallery-large.jpg
Mercedes,C -class,2008,,,Automatique,Essence,"8 000 000
FCFA",Yopougon,07/07,https://media.jumiadeals.com/ci_live/445e7f40ed5f0477421251a.desktop-gallery-large.jpg
Peugeot,406,2000,,230,Manuelle,Essence,"2 000 000
FCFA",Abobo,04/07,https://media.jumiadeals.com/ci_live/f2198d98415f00d1302b719.desktop-gallery-large.jpg
BMW,3,2000,,121000,Manuelle,Essence,"900 000
FCFA",2 Plateaux,07/07,https://media.jumiadeals.com/ci_live/0acd4093975f04794e67690.desktop-gallery-large.jpg
Great Wall,Haval H9,2017,,37000,Automatique,Essence,"16 500 000
FCFA",Abidjan,01/07,https://media.jumiadeals.com/ci_live/cf10c88aed5ef1d63a2f284.desktop-gallery-large.jpg
Hyundai,Tucson,2015,,67000,Automatique,Essence,"9 500 000
FCFA",2 Plateaux,07/07,https://media.jumiadeals.com/ci_live/2463e4d6f45f047a6a9f44d.desktop-gallery-large.jpg
Kia,Sportage,2009,,140000,Automatique,Essence,"5 900 000
FCFA",Abidjan,07/07,https://media.jumiadeals.com/ci_live/530b223a1e5f047f6830e99.desktop-gallery-large.jpg
Mitsubishi,ASX,2011,,180000,Automatique,Essence,"7 650 000
FCFA",Yopougon,07/07,https://media.jumiadeals.com/ci_live/2c7e42d6bd5f047e337d1f3.desktop-gallery-large.jpg
BMW,E30,2000,,,Manuelle,Essence,"3 000 000
FCFA",Yopougon,07/07,https://deals.jumia.ci/deals/images/placeholders/ve/cars.jpg
Peugeot,406,2003,,146000,Manuelle,Essence,"2 700 000
FCFA",Cocody,07/07,https://deals.jumia.ci/deals/images/placeholders/ve/cars.jpg
Peugeot,406,2000,,230,Manuelle,Essence,"2 000 000
FCFA",Abobo,04/07,https://media.jumiadeals.com/ci_live/f2198d98415f00d1302b719.desktop-gallery-large.jpg
Peugeot,406,2000,,202000,Manuelle,Essence,"2 400 000
FCFA",Cocody,01/07,https://media.jumiadeals.com/ci_live/60bc15ee625efc91083a0c4.desktop-gallery-large.jpg
Suzuki,Alto,2018,,120000,Manuelle,Essence,"3 400 000
FCFA",Angré,06/07,https://media.jumiadeals.com/ci_live/e659eb7afc5f0300766f436.desktop-gallery-large.jpg
Audi,A4,2007,,,Automatique,Essence,"2 375 000
FCFA",Cocody,07/07,https://media.jumiadeals.com/ci_live/0686c6f3445f047fed78fef.desktop-gallery-large.jpg
Renault,Duster,2013,,147000,Manuelle,Essence,"4 550 000
FCFA",Angré,07/07,https://media.jumiadeals.com/ci_live/3de8ed745d5f047b7fb11a8.desktop-gallery-large.jpg
Great Wall,Haval H9,2017,,37000,Automatique,Essence,"16 500 000
FCFA",Abidjan,01/07,https://media.jumiadeals.com/ci_live/cf10c88aed5ef1d63a2f284.desktop-gallery-large.jpg
Mercedes,C -class,2006,,,Automatique,Essence,"8 000 000
FCFA",Angré,07/07,https://media.jumiadeals.com/ci_live/5da74481c35f0475b2479a0.desktop-gallery-large.jpg
Suzuki,Alto,2018,,120000,Manuelle,Essence,"3 400 000
FCFA",Angré,06/07,https://media.jumiadeals.com/ci_live/e659eb7afc5f0300766f436.desktop-gallery-large.jpg
Mercedes,C -class,2011,,,Automatique,Essence,"8 700 000
FCFA",Cocody,07/07,https://deals.jumia.ci/deals/images/placeholders/ve/cars.jpg
Mazda,CX-7,2008,,107000,Automatique,Essence,"4 500 000
FCFA",Riviera,05/07,https://media.jumiadeals.com/ci_live/98f53d394f5f0247843c223.desktop-gallery-large.jpg
Mazda,CX-7,2014,,53000,Automatique,Essence,"9 500 000
FCFA",Cocody,07/07,https://deals.jumia.ci/deals/images/placeholders/ve/cars.jpg
Great Wall,Haval H9,2017,,37000,Automatique,Essence,"16 500 000
FCFA",Abidjan,01/07,https://media.jumiadeals.com/ci_live/cf10c88aed5ef1d63a2f284.desktop-gallery-large.jpg
Mazda,MPV,2003,,155000,Automatique,Essence,"2 300 000
FCFA",Angré,07/07,https://media.jumiadeals.com/ci_live/dfba220b8b5eff16d45cc6f.desktop-gallery-large.jpg
Opel,Astra,2005,,0000,Manuelle,Diesel,"1 200 000
FCFA",Yopougon,07/07,https://media.jumiadeals.com/ci_live/b6a1f11d2d5f047a161086d.desktop-gallery-large.jpg
Toyota,Yaris,2000,,,Manuelle,Essence,"3 800 000
FCFA",Yopougon,07/07,https://deals.jumia.ci/deals/images/placeholders/ve/cars.jpg
Ford,Explorer,2013,,88000,Automatique,Essence,"11 450 000
FCFA",2 Plateaux,07/07,https://media.jumiadeals.com/ci_live/2cb5d8949d5f047c6a2624f.desktop-gallery-large.jpg
Suzuki,Alto,2018,,120000,Manuelle,Essence,"3 400 000
FCFA",Angré,06/07,https://media.jumiadeals.com/ci_live/e659eb7afc5f0300766f436.desktop-gallery-large.jpg
Hyundai,Tucson,2015,,41000,Automatique,Essence,"12 500 000
FCFA",Angré,06/07,https://media.jumiadeals.com/ci_live/9935d014f65f035764a9245.desktop-gallery-large.jpg
Nissan,Qashqai,2018,,,Automatique,Essence,"15 500 000
FCFA",Cocody,07/07,https://media.jumiadeals.com/ci_live/337e884da15f04748e0d23f.desktop-gallery-large.jpg
Peugeot,406,2000,,230,Manuelle,Essence,"2 000 000
FCFA",Abobo,04/07,https://media.jumiadeals.com/ci_live/f2198d98415f00d1302b719.desktop-gallery-large.jpg
Mazda,CX-9,2018,,,Automatique,Essence,"23 500 000
FCFA",Biétry,07/07,https://media.jumiadeals.com/ci_live/f030a9218a5f0477c4d96e8.desktop-gallery-large.jpg
Toyota,Corolla,1996,,,,,"2 000 000
FCFA",Yopougon,07/07,https://media.jumiadeals.com/ci_live/21737746875f0477539c799.desktop-gallery-large.jpg
Mercedes,C -class,2006,,,Automatique,Essence,"8 000 000
FCFA",Yopougon,07/07,https://media.jumiadeals.com/ci_live/5fe1d158fd5f0478191e220.desktop-gallery-large.jpg
Dodge,Spirit,2016,,,Automatique,Essence,"9 300 000
FCFA",Cocody,07/07,https://media.jumiadeals.com/ci_live/beb541e7375f047ec46f959.desktop-gallery-large.jpg
Hyundai,Santa Fe,2017,,24000,Automatique,Essence,"16 500 000
FCFA",Anyama,03/07,https://media.jumiadeals.com/ci_live/7e6b5e457b5eff74248a2cb.desktop-gallery-large.jpg
Hyundai,Tucson,2006,,,Automatique,Essence,"5 700 000
FCFA",Yopougon,07/07,https://media.jumiadeals.com/ci_live/8c2e3dcde85f0474835730a.desktop-gallery-large.jpg
Mazda,5,2015,,100000,Automatique,Essence,"11 500 000
FCFA",Yopougon,07/07,https://media.jumiadeals.com/ci_live/cf3af83c455f04746147352.desktop-gallery-large.jpg
Ford,Escape,2015,,98000,Automatique,Essence,"9 800 000
FCFA",Angré,07/07,https://media.jumiadeals.com/ci_live/6ed02bde9c5ef7a68760401.desktop-gallery-large.jpg
,,,,,,,"50 000
FCFA",Angré,02/07,https://media.jumiadeals.com/ci_live/474ca2a6e55f047acb98d2c.desktop-gallery-large.jpg
Mercedes,C -class,2011,,122000,Automatique,Essence,"7 850 000
FCFA",2 Plateaux,07/07,https://media.jumiadeals.com/ci_live/9c9291b8105eff632026828.desktop-gallery-large.jpg
Hyundai,Santa Fe,2017,,24000,Automatique,Essence,"16 500 000
FCFA",Anyama,03/07,https://media.jumiadeals.com/ci_live/7e6b5e457b5eff74248a2cb.desktop-gallery-large.jpg
Kia,Rio,2014,,92000,Manuelle,Essence,"4 100 000
FCFA",Yopougon,07/07,https://media.jumiadeals.com/ci_live/941d188f925f04800d9d35e.desktop-gallery-large.jpg
Hyundai,Santa Fe,2015,,80000,Automatique,Essence,"13 500 000
FCFA",Cocody,07/07,https://media.jumiadeals.com/ci_live/1b73816b1c5f0471cc56441.desktop-gallery-large.jpg
Toyota,RAV4,2003,,,Manuelle,Essence,"4 700 000
FCFA",Yopougon,07/07,https://deals.jumia.ci/deals/images/placeholders/ve/cars.jpg
Peugeot,406,2000,,202000,Manuelle,Essence,"2 400 000
FCFA",Cocody,01/07,https://media.jumiadeals.com/ci_live/60bc15ee625efc91083a0c4.desktop-gallery-large.jpg
Mazda,CX-7,2008,,107000,Automatique,Essence,"4 500 000
FCFA",Riviera,05/07,https://media.jumiadeals.com/ci_live/98f53d394f5f0247843c223.desktop-gallery-large.jpg
Toyota,Sienna,2012,,81000,Automatique,Essence,"9 500 000
FCFA",Abobo,07/07,https://media.jumiadeals.com/ci_live/1bbca376c25f046e3db14f7.desktop-gallery-large.jpg
BMW,6,2018,,0000,Manuelle,Essence,"2 900 000
FCFA",Yopougon,07/07,https://media.jumiadeals.com/ci_live/7e0fec76175f04727f783c1.desktop-gallery-large.jpg
Hyundai,Tucson,2015,,41000,Automatique,Essence,"12 500 000
FCFA",Angré,06/07,https://media.jumiadeals.com/ci_live/9935d014f65f035764a9245.desktop-gallery-large.jpg
Peugeot,406,2000,,230,Manuelle,Essence,"2 000 000
FCFA",Abobo,04/07,https://media.jumiadeals.com/ci_live/f2198d98415f00d1302b719.desktop-gallery-large.jpg
BMW,X3,2006,,150000,Automatique,Essence,"7 000 000
FCFA",Cocody,07/07,https://media.jumiadeals.com/ci_live/f36c91490c5f046ff75b74a.desktop-gallery-large.jpg
BMW,3,2001,,147000,Manuelle,Essence,"3 250 000
FCFA",Yopougon,03/07,https://media.jumiadeals.com/ci_live/d97afa02625eff596473e3e.desktop-gallery-large.jpg
Mercedes,CLK -class,2005,,00000,Automatique,Essence,"1 600 000
FCFA",Cocody,07/07,https://media.jumiadeals.com/ci_live/59136507395f047112069c4.desktop-gallery-large.jpg
Toyota,Corolla,2003,,,Manuelle,Essence,"2 500 000
FCFA",Yopougon,07/07,https://media.jumiadeals.com/ci_live/a22269f0b65f0471b4baf9e.desktop-gallery-large.jpg
BMW,3,2001,,147000,Manuelle,Essence,"3 250 000
FCFA",Yopougon,03/07,https://media.jumiadeals.com/ci_live/d97afa02625eff596473e3e.desktop-gallery-large.jpg
Hyundai,Tucson,2015,,41000,Automatique,Essence,"12 500 000
FCFA",Angré,06/07,https://media.jumiadeals.com/ci_live/9935d014f65f035764a9245.desktop-gallery-large.jpg
Autre,Autre,2000,,,Automatique,Essence,"2 900 000
FCFA",Yopougon,07/07,https://deals.jumia.ci/deals/images/placeholders/ve/cars.jpg
Hyundai,Santa Fe,2017,,24000,Automatique,Essence,"16 500 000
FCFA",Anyama,03/07,https://media.jumiadeals.com/ci_live/7e6b5e457b5eff74248a2cb.desktop-gallery-large.jpg
BMW,X3,2006,,150000,Automatique,Essence,"7 000 000
FCFA",Cocody,07/07,https://media.jumiadeals.com/ci_live/f36c91490c5f046ff75b74a.desktop-gallery-large.jpg
Nissan,Rogue,2016,,44000,Automatique,Essence,"12 000 000
FCFA",Cocody,07/07,https://media.jumiadeals.com/ci_live/fa066d77f45f04702e87593.desktop-gallery-large.jpg
BMW,E30,2001,,150000,Automatique,Essence,"3 900 000
FCFA",Cocody,07/07,https://media.jumiadeals.com/ci_live/336c5f77ca5f04705d3c10a.desktop-gallery-large.jpg
Peugeot,406,2000,,230,Manuelle,Essence,"2 000 000
FCFA",Abobo,04/07,https://media.jumiadeals.com/ci_live/f2198d98415f00d1302b719.desktop-gallery-large.jpg
BMW,6,2018,,0000,Manuelle,Essence,"2 900 000
FCFA",Yopougon,07/07,https://deals.jumia.ci/deals/images/placeholders/ve/cars.jpg
Peugeot,Partner,2012,,93000,Manuelle,Diesel,"3 000 000
FCFA",Cocody,07/07,https://media.jumiadeals.com/ci_live/6d88183dc15f046e094f737.desktop-gallery-large.jpg
Mercedes,C -class,2005,,132000,Automatique,Essence,"5 250 000
FCFA",Yopougon,07/07,https://media.jumiadeals.com/ci_live/08eec774585f046cfaba556.desktop-gallery-large.jpg
Peugeot,206,2003,,,,,"2 300 000
FCFA",Yopougon,07/07,https://media.jumiadeals.com/ci_live/6d37feac4f5f04708c1093b.desktop-gallery-large.jpg
BMW,6,2006,,,Manuelle,Essence,"3 500 000
FCFA",Yopougon,07/07,https://media.jumiadeals.com/ci_live/01b4fd98465f0471ce2eefa.desktop-gallery-large.jpg
Suzuki,Alto,2018,,120000,Manuelle,Essence,"3 400 000
FCFA",Angré,06/07,https://media.jumiadeals.com/ci_live/e659eb7afc5f0300766f436.desktop-gallery-large.jpg
Citroen,Aircross,2018,,19000,Manuelle,Essence,"10 500 000
FCFA",Cocody,07/07,https://media.jumiadeals.com/ci_live/e54ea450b25f046f62c1d5c.desktop-gallery-large.jpg
Toyota,Carina,2000,,,Manuelle,Essence,"1 350 000
FCFA",Yopougon,07/07,https://media.jumiadeals.com/ci_live/ce189cfa4c5f04744e23afc.desktop-gallery-large.jpg
Great Wall,Haval H9,2017,,37000,Automatique,Essence,"16 500 000
FCFA",Abidjan,01/07,https://media.jumiadeals.com/ci_live/cf10c88aed5ef1d63a2f284.desktop-gallery-large.jpg
Hyundai,Santa Fe,2004,,261000,Automatique,Essence,"3 600 000
FCFA",Treichville,07/07,https://media.jumiadeals.com/ci_live/7cb579e4645f04714f067ba.desktop-gallery-large.jpg
Hyundai,Santa Fe,2017,,24000,Automatique,Essence,"16 500 000
FCFA",Anyama,03/07,https://media.jumiadeals.com/ci_live/7e6b5e457b5eff74248a2cb.desktop-gallery-large.jpg
Hyundai,Santa Fe,2013,,,Manuelle,Essence,"7 000 000
FCFA",Cocody,07/07,https://deals.jumia.ci/deals/images/placeholders/ve/cars.jpg
Hyundai,Sonata,2011,,123658,Automatique,Essence,"6 500 000
FCFA",Riviera,07/07,https://media.jumiadeals.com/ci_live/6c97b280055f04703797f57.desktop-gallery-large.jpg
Peugeot,407,2006,,97000,Manuelle,Essence,"2 350 000
FCFA",Cocody,07/07,https://media.jumiadeals.com/ci_live/78843c4bed5f0470e1819f9.desktop-gallery-large.jpg
Peugeot,407,2006,,97000,Manuelle,Essence,"2 350 000
FCFA",Cocody,07/07,https://deals.jumia.ci/deals/images/placeholders/ve/cars.jpg
Kia,Sportage,2008,,145000,Automatique,Essence,"5 000 000
FCFA",Riviera,07/07,https://media.jumiadeals.com/ci_live/8ead1af9c65f04978d4e787.desktop-gallery-large.jpg
Renault,Kangoo,2002,,156000,Manuelle,Diesel,"3 000 000
FCFA",Cocody,07/07,https://media.jumiadeals.com/ci_live/8d9539b1275f046c9ead69a.desktop-gallery-large.jpg
Hyundai,Santa Fe,2015,,80000,Automatique,Essence,"13 500 000
FCFA",Cocody,07/07,https://media.jumiadeals.com/ci_live/1b73816b1c5f0471cc56441.desktop-gallery-large.jpg
Toyota,Corolla,1996,,,,,"5 500 000
FCFA",Yopougon,07/07,https://media.jumiadeals.com/ci_live/1c3b84e0105f047326dc1d3.desktop-gallery-large.jpg
BMW,E30,2001,,150000,Automatique,Essence,"3 900 000
FCFA",Cocody,07/07,https://media.jumiadeals.com/ci_live/336c5f77ca5f04705d3c10a.desktop-gallery-large.jpg
Great Wall,Haval H9,2017,,37000,Automatique,Essence,"16 500 000
FCFA",Abidjan,01/07,https://media.jumiadeals.com/ci_live/cf10c88aed5ef1d63a2f284.desktop-gallery-large.jpg
Hyundai,Santa Fe,2017,,24000,Automatique,Essence,"16 500 000
FCFA",Anyama,03/07,https://media.jumiadeals.com/ci_live/7e6b5e457b5eff74248a2cb.desktop-gallery-large.jpg
BMW,5,2005,,111,Manuelle,Essence,"4 000 000
FCFA",Cocody,07/07,https://media.jumiadeals.com/ci_live/ef05e9381e5f04725e7279c.desktop-gallery-large.jpg
Hyundai,Tucson,2015,,39000,Automatique,Essence,"12 300 000
FCFA",2 Plateaux,07/07,https://media.jumiadeals.com/ci_live/94383338f85f046ee12a866.desktop-gallery-large.jpg
BMW,X6M,2010,,78000,Automatique,Essence,"6 500 000
FCFA",Biétry,07/07,https://media.jumiadeals.com/ci_live/492c46a6845f0461650470c.desktop-gallery-large.jpg
Mazda,CX-7,2008,,107000,Automatique,Essence,"4 500 000
FCFA",Riviera,05/07,https://media.jumiadeals.com/ci_live/98f53d394f5f0247843c223.desktop-gallery-large.jpg
